id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,2.83,0.25,5.3,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,2.92,0.23,4.7,,,True,2.85,0.01,0.2,,,True,-0.08999999999999986,0.3397057550292606,False,,,,,-0.020000000000000018,0.2501999200639361,False,,
QXZnSEhTUk9j,2,0.41,12.5,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.16,0.47,13.4,,,True,2.51,0.01,0.2,,,True,-0.16000000000000014,0.623698645180507,False,,,,,-0.5099999999999998,0.4101219330881975,False,,
R1JQSTUwcGw=,873,238,16.6,0.429,0.103,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,434,143,20,0.218,0.065,False,584722,5029,0.5,0.29,0.002,True,439,277.65626231007286,False,1.0115207373271888,0.8602375392589561,False,0.211,0.12179490958164056,False,-583849,5034.628586102454,True,13.900000000000002,10.301941564578978,False
R1JQSU50Qw==,191,116,37,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,265,130,29.9,,,False,109433,2779,1.5,,,True,-74,174.22973339817747,False,-0.2792452830188679,0.5626987862808496,False,,,-109242,2781.4199610990067,True,,
R1JQSVUxNQ==,245,149,36.9,0.12,0.071,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,234,122,31.8,0.118,0.059,False,273663,4314,1,0.136,0.002,True,11,192.57466084612483,False,0.04700854700854701,0.8387098217316237,False,0.0020000000000000018,0.09231467922275416,False,-273418,4316.5723670523585,True,-1.6000000000000014,7.102816342831905,False
R1JVNTAw,213,127,36.1,0.101,0.059,gru500,GRU500,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.101,0.059,False,-224328,3384.383695741368,True,-0.7999999999999989,5.903388857258176,False
SE9WYWNSdA==,2.4,1.9,47,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,1.1,1.2,66.3,,,False,1.8,0.1,3.4,,,True,1.2999999999999998,2.247220505424423,False,,,,,0.5999999999999999,1.9026297590440446,False,,
SE9WYWNV,5816,339,3.5,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,6067,315,,0,0,False,1065868,7322,0.4,0,0,True,-251,462.7591166038763,False,-0.04137135322235042,0.07482918119715315,False,0,0,-1060052,7329.843449897139,True,0,0
SFUx,8379,168,1.2,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,8713,168,1.2,1,0,True,3472354,1104,0,1,0,True,-334,237.58787847867995,False,-0.03833352461838632,0.026750668810172594,False,0,0,-3463975,1116.7094519166567,True,0,0
SFUxMHQxOXU=,75,60,48.5,0.009,0.007,hu10t19u,HU10t19u,HU2,units_in_structure,housing,False,54,37,41.7,0.006,0.004,False,219295,3425,0.9,0.063,0.001,True,21,70.49113419430843,False,0.3888888888888889,1.4629416197733518,False,0.002999999999999999,0.00806225774829855,False,-219220,3425.5255071302563,True,-5.4,0.7071067811865476,True
SFUxdUE=,2058,263,7.8,0.246,0.031,hu1ua,HU1uA,HU2,units_in_structure,housing,True,2459,285,7,0.282,0.032,True,238949,3015,0.8,0.069,0.001,True,-401,387.806652856807,False,-0.16307442049613663,0.14438916292993698,False,-0.035999999999999976,0.044553338819890924,False,-236891,3026.4490744104714,True,17.700000000000003,3.1016124838541645,True
SFUxdUQ=,3130,298,5.8,0.374,0.035,hu1ud,HU1uD,HU2,units_in_structure,housing,True,3169,273,5.2,0.364,0.031,True,319905,2742,0.5,0.092,0.001,True,-39,404.1447760394782,False,-0.012306721363206059,0.1268169482484843,False,0.010000000000000009,0.04675467891024384,False,-316775,2758.145753944124,True,28.2,3.5014282800023198,True
SFUy,8379,168,1.2,1,0,hu2,HU2,HU2,units_in_structure,housing,True,8713,168,1.2,1,0,True,3472354,1104,0,1,0,True,-334,237.58787847867995,False,-0.03833352461838632,0.026750668810172594,False,0,0,-3463975,1116.7094519166567,True,0,0
SFUyMHBsdQ==,1030,187,11,0.123,0.022,hu20plu,HU20plu,HU2,units_in_structure,housing,True,1038,164,9.6,0.119,0.019,True,1667213,4900,0.2,0.48,0.001,True,-8,248.7267577081324,False,-0.007707129094412331,0.23882001045098508,False,0.0040000000000000036,0.029068883707497266,False,-1666183,4903.56696701493,True,-35.7,2.2022715545545237,True
SFUydQ==,1802,291,9.8,0.215,0.034,hu2u,HU2u,HU2,units_in_structure,housing,True,1570,266,10.3,0.18,0.03,True,458656,4817,0.6,0.132,0.001,True,232,394.2549936272209,False,0.14777070063694267,0.26864590597924276,False,0.035,0.045343136195018535,False,-456854,4825.781801946707,True,8.299999999999999,3.40147027033899,False
SFUz,8379,168,1.2,1,0,hu3,HU3,HU3,year_structure_built,housing,True,,0,,0,0,False,3472354,1104,0,1,0,True,,,,,1,0,True,-3463975,1116.7094519166567,True,0,0
SFUzdDR1,212,104,29.8,0.025,0.012,hu3t4u,HU3t4u,HU2,units_in_structure,housing,False,234,132,34.3,0.027,0.015,False,333505,3795,0.7,0.096,0.001,True,-22,168.04761230080004,False,-0.09401709401709402,0.6772891769316677,False,-0.0019999999999999983,0.019209372712298545,False,-333293,3796.4247654866017,True,-7.1,1.2041594578792296,True
SFU0,8379,168,1.2,1,0,hu4,HU4,HU4,rooms,housing,True,8713,168,1.2,1,0,True,3472354,1104,0,1,0,True,-334,237.58787847867995,False,-0.03833352461838632,0.026750668810172594,False,0,0,-3463975,1116.7094519166567,True,0,0
SFU1dDl1,72,55,46.5,0.009,0.007,hu5t9u,HU5t9u,HU2,units_in_structure,housing,False,85,65,46.6,0.01,0.007,False,228415,3185,0.8,0.066,0.001,True,-13,85.14693182963201,False,-0.15294117647058825,0.9155688419134604,False,-0.0010000000000000009,0.009899494936611667,False,-228343,3185.474846863494,True,-5.700000000000001,0.7071067811865476,True
SFVub01ydGcx,2049,222,6.6,0.362,0.034,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,1788,248,8.4,0.302,0.039,True,422629,4549,0.7,0.41,0.003,True,261,332.84831380074615,False,0.14597315436241612,0.2016949457379062,False,0.06,0.05173973328110612,False,-420580,4554.413793233987,True,-4.800000000000004,3.4132096331752027,False
SFVub01ydGcy,2034,223,6.7,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,1778,247,8.5,1,0,True,416370,4562,0.7,1,0,True,256,332.77319603597886,False,0.1439820022497188,0.20245216282244247,False,0,0,-414336,4567.447098763159,True,0,0
SFV3TXJ0Zw==,3605,324,5.5,0.638,0.045,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,4133,289,4.3,0.698,0.035,True,607211,5367,0.5,0.59,0.003,True,-528,434.162412007304,False,-0.12775223808371644,0.09932543660252696,False,-0.05999999999999994,0.0570087712549569,False,-603606,5376.770871071223,True,4.800000000000004,4.509988913511872,False
SFV3TXJ0Z0V4,3605,324,5.5,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,4123,288,4.2,1,0,True,603062,5350,0.5,1,0,True,-518,433.49740483652266,False,-0.12563667232597622,0.09952719025214708,False,0,0,-599457,5359.801862009453,True,0,0
TWRHUg==,1361,93,4.2,,,mdgr,MdGR,median,gross_rent,housing,True,1330,118,5.4,,,True,1396,4,0.2,,,True,31,150.2431362824938,False,0.02330827067669173,0.11459606971778001,False,,,-35,93.08598175880189,False,,
TWRSbXM=,5.6,0.2,2.1,,,mdrms,MdRms,median,rooms,housing,True,5.9,0.2,2,,,True,4,0.1,1.5,,,True,-0.3000000000000007,0.28284271247461906,False,,,,,1.5999999999999996,0.223606797749979,True,,
TWRWbA==,514210,32770,3.9,,,mdvl,MdVl,median,value,housing,True,557996,19871,2.2,,,True,570500,2845,0.3,,,True,-43786,38324.00737135927,False,-0.07847009655983198,0.06727504565784663,False,,,-56290,32893.265648153574,False,,
TW9iSG0=,0,0,,0,0,mobhm,MobHm,HU2,units_in_structure,housing,False,104,105,61.4,0.012,0.012,False,4514,450,6.1,0.001,0.001,True,-104,105,False,-1,0,True,-0.012,0.012,False,-4514,450,True,-0.1,0.1,False
TXYwMHQwOQ==,2232,286,7.8,0.283,0.035,mv00t09,Mv00t09,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,830839,6308,0.5,0.263,0.002,True,,,,,0.283,0.035,True,-828607,6314.48018446491,True,1.9999999999999964,3.5057096285916214,False
TXYxMEx0cg==,2231,320,8.7,0.283,0.04,mv10ltr,Mv10Ltr,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,1341699,7655,0.3,0.425,0.002,True,,,,,0.283,0.04,True,-1339468,7661.685519518534,True,-14.200000000000003,4.004996878900157,True
TXY4MHQ4OQ==,,0,,0,0,mv80t89,Mv80t89,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXY5MHQ5OQ==,1298,235,11,0.165,0.029,mv90t99,Mv90t99,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,460385,4845,0.6,0.146,0.001,True,,,,,0.165,0.029,True,-459087,4850.695826373779,True,1.9000000000000004,2.901723625709382,False
TXZCZjc5,,0,,0,0,mvbf79,MvBf79,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXZCZjg5,2118,233,6.7,0.269,0.028,mvbf89,MvBf89,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,521180,4786,0.6,0.165,0.001,True,,,,,0.269,0.028,True,-519062,4791.668289854798,True,10.400000000000002,2.8017851452243803,True
Tk1TTVAxMDE0,599,153,15.5,0.294,0.068,nmsmp1014,NMSMP1014,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,411,118,17.5,0.231,0.058,True,61830,1682,1.7,0.148,0.004,True,188,193.2174940319846,False,0.45742092457420924,0.5600581664061549,False,0.06299999999999997,0.08937561188601732,False,-61231,1688.9443448497643,True,14.6,6.811754546370561,False
Tk1TTVAxNTE5,272,84,18.8,0.134,0.039,nmsmp1519,NMSMP1519,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,248,96,23.5,0.139,0.05,False,40494,1193,1.8,0.097,0.003,True,24,127.5617497528158,False,0.0967741935483871,0.5431146570022112,False,-0.0050000000000000044,0.06341135544995076,False,-40222,1195.9535944174422,True,3.6999999999999993,3.9115214431215892,False
Tk1TTVAyMDI0,191,99,31.5,0.094,0.048,nmsmp2024,NMSMP2024,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,74,48,39.2,0.042,0.026,False,28114,1114,2.4,0.068,0.002,True,117,110.02272492535349,False,1.5810810810810811,2.143083089196711,False,0.052,0.054589376255824724,False,-27923,1118.3903611887936,True,2.5999999999999996,4.804164859785725,False
Tk1TTVAyNTI5,65,52,48.3,0.032,0.025,nmsmp2529,NMSMP2529,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,229,132,35,0.129,0.072,False,20385,1033,3.1,0.049,0.002,True,-164,141.8731828077456,False,-0.7161572052401747,0.27987807935310544,False,-0.097,0.07621679604916491,False,-20320,1034.3079812125593,True,-1.7000000000000002,2.5079872407968904,False
Tk1TTVAzMDM0,108,80,45,0.053,0.039,nmsmp3034,NMSMP3034,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,26,28,66.5,0.015,0.016,False,16215,837,3.1,0.039,0.002,True,82,84.75848040166836,False,3.1538461538461537,5.42941245989617,False,0.038,0.04215447781671598,False,-16107,840.8144860788258,True,1.4,3.905124837953327,False
Tk1TTVAzNXBs,422,127,18.3,0.207,0.058,nmsmp35pl,NMSMP35pl,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,377,134,21.5,0.212,0.069,False,78141,1841,1.4,0.188,0.004,True,45,184.6212338816963,False,0.11936339522546419,0.5213224602206709,False,-0.0050000000000000044,0.09013878188659974,False,-77719,1845.3753005825129,True,1.8999999999999986,5.813776741499454,False
Tk1TTVBOdEM=,15,17,68.9,,,nmsmpntc,NMSMPNtC,NA,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,10,15,91.2,,,False,6259,564,5.5,,,True,5,22.67156809750927,False,0.5,2.820017730440715,False,,,-6244,564.256147507495,True,,
Tk1TTVBVMTA=,377,117,18.8,0.185,0.054,nmsmpu10,NMSMPU10,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,413,137,20.2,0.232,0.07,False,171191,2946,1,0.411,0.005,True,-36,180.16103907338012,False,-0.08716707021791767,0.4146628280795982,False,-0.047000000000000014,0.08840814442120137,False,-170814,2948.3224043513287,True,-22.599999999999994,5.4230987451825,True
Tm9WaGNsQXY=,1272,259,12.4,0.161,0.033,novhclav,NoVhclAv,OcHU4,vehicles_available,housing,True,976,232,14.4,0.119,0.028,True,1721745,6312,0.2,0.546,0.002,True,296,347.71396290629457,False,0.30327868852459017,0.40791425195287684,False,0.04200000000000001,0.0432781700167648,False,-1720473,6317.311532606256,True,-38.5,3.306055050963308,True
T2NIVTE=,7879,246,1.9,0.94,0.023,ochu1,OcHU1,HU1,housing_occupancy,housing,True,8173,255,1.9,0.938,0.023,True,3154103,5930,0.1,0.908,0.002,True,-294,354.31765409022455,False,-0.03597210326685427,0.04255161002468107,False,0.0020000000000000018,0.03252691193458118,False,-3146224,5935.10033613586,True,3.200000000000003,2.308679276123039,False
T2NIVTI=,7879,246,1.9,1,0,ochu2,OcHU2,OcHU2,housing_tenure,housing,True,8173,255,1.9,1,0,True,3154103,5930,0.1,1,0,True,-294,354.31765409022455,False,-0.03597210326685427,0.04255161002468107,False,0,0,-3146224,5935.10033613586,True,0,0
T2NIVTM=,7879,246,1.9,1,0,ochu3,OcHU3,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-3146224,5935.10033613586,True,0,0
T2NIVTQ=,7879,246,1.9,1,0,ochu4,OcHU4,OcHU4,vehicles_available,housing,True,8173,255,1.9,1,0,True,3154103,5930,0.1,1,0,True,-294,354.31765409022455,False,-0.03597210326685427,0.04255161002468107,False,0,0,-3146224,5935.10033613586,True,0,0
T2NIVTU=,7879,246,1.9,1,0,ochu5,OcHU5,OcHU5,occupants_per_room,housing,True,8173,255,1.9,1,0,True,3154103,5930,0.1,1,0,True,-294,354.31765409022455,False,-0.03597210326685427,0.04255161002468107,False,0,0,-3146224,5935.10033613586,True,0,0
T2NIVVBSbnQx,2112,268,7.7,1,0,ochuprnt1,OcHUPRnt1,OcHUPRnt1,gross_rent,housing,True,1987,275,8.4,1,0,True,2064838,5484,0.2,1,0,True,125,383.9908853084927,False,0.06290890790135883,0.19957942670332665,False,0,0,-2062726,5490.5445995820855,True,0,0
T2NIVVBSbnQy,2034,262,7.8,1,0,ochuprnt2,OcHUPRnt2,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1987,275,8.4,1,0,True,2014830,5642,0.2,1,0,True,47,379.82759246795115,False,0.02365374937091092,0.19353966435973197,False,0,0,-2012796,5648.080027761646,True,0,0
T2NQUjB0MQ==,7715,251,2,0.979,0.009,ocpr0t1,OcPR0t1,OcHU5,occupants_per_room,housing,True,7928,271,2.1,0.97,0.014,True,2869497,6842,0.1,0.91,0.001,True,-213,369.3805625638685,False,-0.026866801210898083,0.04592235975483881,False,0.009000000000000008,0.016643316977093238,False,-2861782,6846.602442087608,True,6.8999999999999915,0.9055385138137416,True
T2NQUjFwNXBs,63,62,59.5,0.008,0.008,ocpr1p5pl,OcPR1p5pl,OcHU5,occupants_per_room,housing,False,0,0,,0,0,False,111644,2464,1.3,0.035,0.001,True,63,62,False,0,,0.008,0.008,False,-111581,2464.7799090385333,True,-2.7,0.806225774829855,True
T2NQUjFwbA==,164,97,36,0.021,0.012,ocpr1pl,OcPR1pl,OcHU5,occupants_per_room,housing,False,245,187,46.4,0.03,0.023,False,284606,3868,0.8,0.09,0.001,True,-81,210.6608648990125,False,-0.3306122448979592,0.6463675886361822,False,-0.008999999999999998,0.025942243542145693,False,-284442,3869.216070472157,True,-6.9,1.2041594578792296,True
T09jSFUx,5654,320,3.4,0.718,0.034,oochu1,OOcHU1,OcHU2,housing_tenure,housing,True,5921,293,3,0.724,0.028,True,1029840,7102,0.4,0.327,0.002,True,-267,433.8767105987598,False,-0.04509373416652592,0.0717895548027512,False,-0.006000000000000005,0.044045431091090485,False,-1024186,7109.205581497837,True,39.099999999999994,3.4058772731852804,True
T09jSFUy,5654,320,3.4,1,0,oochu2,OOcHU2,OOcHU2,value,housing,True,5921,293,3,1,0,True,1029840,7102,0.4,1,0,True,-267,433.8767105987598,False,-0.04509373416652592,0.0717895548027512,False,0,0,-1024186,7109.205581497837,True,0,0
T09jSFUz,5654,320,3.4,1,0,oochu3,OOcHU3,OOcHU3,mortgage_status,housing,True,5921,293,3,1,0,True,1029840,7102,0.4,1,0,True,-267,433.8767105987598,False,-0.04509373416652592,0.0717895548027512,False,0,0,-1024186,7109.205581497837,True,0,0
T09jSFU0,5654,320,3.4,0,0,oochu4,OOcHU4,AvgHHSOOc,housing__special_variable,housing,True,5921,293,,0,0,False,1029840,7102,0.4,0,0,True,-267,433.8767105987598,False,-0.04509373416652592,0.0717895548027512,False,0,0,-1024186,7109.205581497837,True,0,0
T09jSFU1,5654,320,3.4,0.011,0.001,oochu5,OOcHU5,MdVl,housing__special_variable,housing,True,5921,0,,0,0,False,1029840,7102,0.4,0,0,True,-267,320,False,-0.04509373416652592,0.05404492484377638,False,0.011,0.001,True,-1024186,7109.205581497837,True,1.0999999999999999,0.1,True
T1YxMDB0MTI0,10,12,72.9,0,0,ov100t124,OV100t124,MdVl,housing__special_variable,housing,False,19,0,,0,0,False,13231,0,,0,0,False,-9,12,False,-0.47368421052631576,0.631578947368421,False,0,0,-13221,12,True,0,0
T1YxMjV0MTQ5,45,69,93.2,0,0,ov125t149,OV125t149,MdVl,housing__special_variable,housing,False,13,0,,0,0,False,7768,0,,0,0,False,32,69,False,2.4615384615384617,5.3076923076923075,False,0,0,-7723,69,True,0,0
T1YxNTB0MTc0,3,6,121.6,0,0,ov150t174,OV150t174,MdVl,housing__special_variable,housing,False,20,0,,0,0,False,15896,0,,0,0,False,-17,6,False,-0.85,0.3,False,0,0,-15893,6,True,0,0
T1YxNTB0MTk5bQ==,0,0,,0,0,ov150t199m,OV150t199m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,32941,0,,0,0,False,,,,,0,0,-32941,0,True,0,0
T1YxNzV0MTk5,0,0,,0,0,ov175t199,OV175t199,MdVl,housing__special_variable,housing,False,17,0,,0,0,False,11331,0,,0,0,False,-17,0,True,-1,0,True,0,0,-11331,0,True,0,0
T1YxbWlscGw=,,0,,0,0,ov1milpl,OV1milpl,MdVl,housing__special_variable,housing,False,133,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
T1YxdDE0OW0=,104,75,43.7,0,0,ov1t149m,OV1t149m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,83619,0,,0,0,False,,,,,0,0,-83515,75,True,0,0
T1YyMDB0MjQ5,147,129,53.4,0,0,ov200t249,OV200t249,MdVl,housing__special_variable,housing,False,30,0,,0,0,False,35377,0,,0,0,False,117,129,False,3.9,4.300000000000001,False,0,0,-35230,129,True,0,0
