id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
RXJuMjV0MzA=,2164,388,10.8995499721893,0,0,ern25t30,Ern25t30,MdEWrk,economic__special_variable,economic,True,1341,0,,0,0,False,262316,0,,0,0,False,823,388,False,0.6137211036539896,0.2893363161819537,False,0,0,-260152,388,True,0,0
RXJuMnB0NXQ1,791,211,16.2158631104485,0,0,ern2pt5t5,Ern2pt5t5,MdEWrk,economic__special_variable,economic,True,927,0,,0,0,False,128242,0,,0,0,False,-136,211,False,-0.14670981661272922,0.22761596548004315,False,0,0,-127451,211,True,0,0
RXJuMzB0MzU=,1610,290,10.9498008268988,0,0,ern30t35,Ern30t35,MdEWrk,economic__special_variable,economic,True,1017,0,,0,0,False,257513,0,,0,0,False,593,290,False,0.5830875122910522,0.28515240904621436,False,0,0,-255903,290,True,0,0
RXJuMzV0NDA=,907,235,15.7505118916365,0,0,ern35t40,Ern35t40,MdEWrk,economic__special_variable,economic,True,915,0,,0,0,False,217597,0,,0,0,False,-8,235,False,-0.008743169398907104,0.2568306010928962,False,0,0,-216690,235,True,0,0
RXJuNDB0NDU=,795,195,14.9108218156793,0,0,ern40t45,Ern40t45,MdEWrk,economic__special_variable,economic,True,520,0,,0,0,False,235829,0,,0,0,False,275,195,False,0.5288461538461539,0.375,False,0,0,-235034,195,True,0,0
RXJuNDV0NTA=,644,197,18.595782438785,0,0,ern45t50,Ern45t50,MdEWrk,economic__special_variable,economic,True,660,0,,0,0,False,155389,0,,0,0,False,-16,197,False,-0.024242424242424242,0.29848484848484846,False,0,0,-154745,197,True,0,0
RXJuNTB0NTU=,824,231,17.0419334848172,0,0,ern50t55,Ern50t55,MdEWrk,economic__special_variable,economic,True,283,0,,0,0,False,213254,0,,0,0,False,541,231,False,1.911660777385159,0.8162544169611308,False,0,0,-212430,231,True,0,0
RXJuNTV0NjU=,421,135,19.493318123732,0,0,ern55t65,Ern55t65,MdEWrk,economic__special_variable,economic,True,251,0,,0,0,False,294509,0,,0,0,False,170,135,False,0.6772908366533864,0.5378486055776892,False,0,0,-294088,135,True,0,0
RXJuNXQ3cHQ1,1187,248,12.7009164633069,0,0,ern5t7pt5,Ern5t7pt5,MdEWrk,economic__special_variable,economic,True,1163,0,,0,0,False,149059,0,,0,0,False,24,248,False,0.02063628546861565,0.2132416165090284,False,0,0,-147872,248,True,0,0
RXJuNjV0NzU=,385,144,22.7371412781747,0,0,ern65t75,Ern65t75,MdEWrk,economic__special_variable,economic,False,227,0,,0,0,False,221820,0,,0,0,False,158,144,False,0.6960352422907489,0.6343612334801761,False,0,0,-221435,144,True,0,0
