id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m
TmZhbTI=,7644,448,3.6,1,0,nfam2,Nfam2,Nfam2,income_and_benefits,economic,True,6451,492,4.6,1,0,True,1266125,5924,0.3,1,0,True,1193,665.4081454265495,False,0.18493256859401644,0.11397300414703161,False,0,0,-1258481,5940.915754326095,True,0,0
TkZJMjAwcGw=,49,32,40.1,0.001,0.001,nfi200pl,NFI200pl,MdNFInc,economic__special_variable,economic,False,80,0,,0,0,False,88242,0,,0,0,False,-31,32,False,-0.3875,0.4,False,0.001,0.001,False,-88193,32,True,0.1,0.1,False
TkZtSTEwdDE0,787,165,12.7,0.023,0.004,nfmi10t14,NFmI10t14,MdNFInc,economic__special_variable,economic,True,401,0,,0,0,False,123698,0,,0,0,False,386,165,False,0.9625935162094763,0.41147132169576056,False,0.023,0.004,True,-122911,165,True,2.3,0.4,True
TkZtSTE1dDE5,495,131,16.1,0.014,0.003,nfmi15t19,NFmI15t19,MdNFInc,economic__special_variable,economic,True,452,0,,0,0,False,73560,0,,0,0,False,43,131,False,0.09513274336283185,0.28982300884955753,False,0.014,0.003,True,-73065,131,True,1.4000000000000001,0.3,True
TkZtSTIwdDI0,530,136,15.6,0.015,0.003,nfmi20t24,NFmI20t24,MdNFInc,economic__special_variable,economic,True,575,0,,0,0,False,63421,0,,0,0,False,-45,136,False,-0.0782608695652174,0.23652173913043475,False,0.015,0.003,True,-62891,136,True,1.5,0.3,True
TkZtSTI1dDI5,568,145,15.6,0.017,0.004,nfmi25t29,NFmI25t29,MdNFInc,economic__special_variable,economic,True,329,0,,0,0,False,52665,0,,0,0,False,239,145,False,0.7264437689969605,0.4407294832826748,False,0.017,0.004,True,-52097,145,True,1.7000000000000002,0.4,True
TkZtSTMwdDM0,553,143,15.7,0.016,0.004,nfmi30t34,NFmI30t34,MdNFInc,economic__special_variable,economic,True,476,0,,0,0,False,49935,0,,0,0,False,77,143,False,0.16176470588235295,0.30042016806722693,False,0.016,0.004,True,-49382,143,True,1.6,0.4,True
TkZtSTM1dDM5,315,111,21.5,0.009,0.003,nfmi35t39,NFmI35t39,MdNFInc,economic__special_variable,economic,False,333,0,,0,0,False,43983,0,,0,0,False,-18,111,False,-0.05405405405405406,0.33333333333333337,False,0.009,0.003,False,-43668,111,True,0.8999999999999999,0.3,False
TkZtSTQwdDQ0,555,147,16,0.016,0.004,nfmi40t44,NFmI40t44,MdNFInc,economic__special_variable,economic,True,368,0,,0,0,False,47018,0,,0,0,False,187,147,False,0.5081521739130435,0.3994565217391304,False,0.016,0.004,True,-46463,147,True,1.6,0.4,True
TkZtSTQ1dDQ5,230,78,20.5,0.007,0.002,nfmi45t49,NFmI45t49,MdNFInc,economic__special_variable,economic,False,299,0,,0,0,False,35258,0,,0,0,False,-69,78,False,-0.23076923076923078,0.2608695652173913,False,0.007,0.002,True,-35028,78,True,0.7000000000000001,0.2,True
TkZtSTUwdDU5,435,121,17,0.013,0.003,nfmi50t59,NFmI50t59,MdNFInc,economic__special_variable,economic,True,426,0,,0,0,False,76129,0,,0,0,False,9,121,False,0.02112676056338028,0.284037558685446,False,0.013,0.003,True,-75694,121,True,1.3,0.3,True
TkZtSTYwdDc0,606,146,14.6,0.018,0.004,nfmi60t74,NFmI60t74,MdNFInc,economic__special_variable,economic,True,669,0,,0,0,False,99898,0,,0,0,False,-63,146,False,-0.09417040358744394,0.21823617339312404,False,0.018,0.004,True,-99292,146,True,1.7999999999999998,0.4,True
TkZtSTc1dDk5,747,153,12.4,0.022,0.003,nfmi75t99,NFmI75t99,MdNFInc,economic__special_variable,economic,True,601,0,,0,0,False,124990,0,,0,0,False,146,153,False,0.24292845257903495,0.2545757071547421,False,0.022,0.003,True,-124243,153,True,2.1999999999999997,0.3,True
TkZtSVUxMA==,953,177,11.3,0.028,0.004,nfmiu10,NFmIU10,MdNFInc,economic__special_variable,economic,True,1072,0,,0,0,False,175224,0,,0,0,False,-119,177,False,-0.11100746268656717,0.16511194029850745,False,0.028,0.004,True,-174271,177,True,2.8000000000000003,0.4,True
TkhJbnM=,6796,614,5.5,0.077,0.007,nhins,NHIns,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,707744,9386,0.8,0.084,0.001,True,,,,,0.077,0.007,True,-700948,9406.061449937482,True,-0.7000000000000002,0.7071067811865476,False
TkxGMQ==,24951,948,2.3,0.354,0.011,nlf1,NLF1,Pop16pl,employment_status,economic,True,23261,1199,3.1,0.353,0.016,True,2503584,10436,0.3,0.365,0.002,True,1690,1528.4976283920103,False,0.07265379820300073,0.06868770075086036,False,0.0010000000000000009,0.0194164878389476,False,-2478633,10478.969414975883,True,-1.1000000000000014,1.1180339887498947,False
TkxGMg==,12072,694,3.5,1,0,nlf2,NLF2,NLF2,health_insurance_coverage,economic,True,,0,,0,0,False,1267386,10004,0.5,1,0,True,,,,,1,0,True,-1255314,10028.043278725914,True,0,0
TkxGSElucw==,10547,622,3.6,0.874,0.012,nlfhins,NLFHIns,NLF2,health_insurance_coverage,economic,True,,0,,0,0,False,1108889,8357,0.5,0.875,0.003,True,,,,,0.874,0.012,True,-1098342,8380.115333335216,True,-0.09999999999999432,1.2369316876852983,False
TkxGTkhJbnM=,1525,276,11,0.126,0.022,nlfnhins,NLFNHIns,NLF2,health_insurance_coverage,economic,True,,0,,0,0,False,158497,3812,1.5,0.125,0.003,True,,,,,0.126,0.022,True,-156972,3821.9785452040414,True,0.09999999999999964,2.2203603311174516,False
TkxGUGJISW5z,5849,483,5,0.485,0.029,nlfpbhins,NLFPbHIns,NLF2,health_insurance_coverage,economic,True,,0,,0,0,False,672918,7068,0.6,0.531,0.004,True,,,,,0.485,0.029,True,-667069,7084.483961447016,True,-4.600000000000001,2.9274562336608896,False
TkxGUHZISW5z,5225,433,5,0.433,0.026,nlfpvhins,NLFPvHIns,NLF2,health_insurance_coverage,economic,True,,0,,0,0,False,514091,6051,0.7,0.406,0.004,True,,,,,0.433,0.026,True,-508866,6066.472615944129,True,2.6999999999999957,2.6305892875931813,False
TlJDbnN0TW50,3120,341,6.6,0.073,0.008,nrcnstmnt,NRCnstMnt,CvEm16pl2,occupation,economic,True,2480,349,8.6,0.062,0.009,True,245935,3997,1,0.061,0.001,True,640,487.9364712746937,False,0.25806451612903225,0.22416549826106247,False,0.010999999999999996,0.012041594578792296,False,-242815,4011.519662172928,True,1.2000000000000002,0.806225774829855,False
T0M2dDE3UExG,9904,680,4.2,0.784,0.026,oc6t17plf,OC6t17PLF,OCh6t17,employment_status,economic,True,10799,846,4.8,0.803,0.031,True,708828,5943,0.5,0.669,0.005,True,-895,1085.4105214157453,False,-0.08287804426335772,0.09553630575986417,False,-0.019000000000000017,0.04045985664828782,False,-698924,5981.77640839241,True,11.5,2.6476404589747453,True
T0NoNnQxNw==,12637,756,3.6,1,0,och6t17,OCh6t17,OCh6t17,employment_status,economic,True,13454,922,4.2,1,0,True,1060266,2788,0.2,1,0,True,-817,1192.317071923404,False,-0.06072543481492493,0.08544448153494152,False,0,0,-1047629,2888.681360067254,True,0,0
T0NoVTY=,6514,635,5.9,1,0,ochu6,OChU6,OChU6,employment_status,economic,True,5963,628,6.4,1,0,True,619948,2582,0.3,1,0,True,551,893.0895811731318,False,0.0924031527754486,0.15676762475938805,False,0,0,-613434,2658.937569782337,True,0,0
T0NoVTZQTEY=,4874,562,7,0.748,0.046,ochu6plf,OChU6PLF,OChU6,employment_status,economic,True,4303,520,7.3,0.722,0.043,True,391319,4009,0.6,0.631,0.006,True,571,765.6657234067619,False,0.1326981175923774,0.18919497734683688,False,0.026000000000000023,0.06296824596572466,False,-386445,4048.2002173805586,True,11.699999999999996,4.638965401897281,False
T3Robm90UEE=,1196,201,10.2,0.028,0.005,othnotpa,OthnotPA,CvEm16pl3,industry,economic,True,,0,,0,0,False,218455,3403,0.9,0.054,0.001,True,,,,,0.028,0.005,True,-217259,3408.930917457847,True,-2.6,0.5099019513592785,True
UDY1cGxCd1B2,1327,243,11.1,0.117,0.021,p65plbwpv,P65plBwPv,P65plPvU,income_in_past_12_months_is_below_the_poverty_level,economic,True,1641,276,10.2,0.231,0.035,True,211852,3405,1,0.183,0.003,True,-314,367.7295201639379,False,-0.19134673979280925,0.2010618191630527,False,-0.114,0.040816663263917106,False,-210525,3413.659912762254,True,-6.6,2.1213203435596424,True
UDY1cGxQdlU=,11383,574,3.1,1,0,p65plpvu,P65plPvU,P65plPvU,income_in_past_12_months_is_below_the_poverty_level,economic,True,7100,521,4.5,1,0,True,1154990,1054,0.1,1,0,True,4283,775.1883642057587,True,0.6032394366197183,0.14274643505754409,True,0,0,-1143607,1200.1633222191053,True,0,0
UGJISW5z,31184,1468,2.9,0.355,0.015,pbhins,PbHIns,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,3582878,13654,0.2,0.428,0.002,True,,,,,0.355,0.015,True,-3551694,13732.688738917808,True,-7.299999999999997,1.5132745950421556,True
UEJ3UHY=,11597,1201,6.3,0.132,0.013,pbwpv,PBwPv,PopPvU1,income_in_past_12_months_is_below_the_poverty_level,economic,True,10236,1169,6.9,0.124,0.014,True,1570754,14520,0.6,0.189,0.002,True,1361,1675.9958233838174,False,0.1329620945681907,0.17466610510508282,False,0.008000000000000007,0.0191049731745428,False,-1559157,14569.584791612971,True,-5.6999999999999975,1.3152946437965907,True
UGVyQ2FwSW5j,28112,1085,2.3,,,percapinc,PerCapInc,mean,income_and_benefits,economic,True,27710,1249,2.7,,,True,37693,250,0.4,,,True,402,1654.4564061950982,False,0.014507398051245037,0.0602012948026,False,,,-9581,1113.4293870740075,True,,
UG9wMTZwbA==,70447,1493,1.3,1,0,pop16pl,Pop16pl,Pop16pl,employment_status,economic,True,65877,1756,1.6,1,0,True,6860360,1728,0,1,0,True,4570,2304.9045533383805,False,0.06937170787983667,0.036416489722004015,False,0,0,-6789913,2283.644674637453,True,0,0
UG9wXzY=,88522,2024,1.4,0,0,pop_6,Pop_6,PerCapInc,economic__special_variable,economic,True,83433,2297,,0,0,False,8443713,0,,0,0,False,5089,3061.5004491262125,False,0.06099504992029533,0.037970276657986336,False,0,0,-8355191,2024,True,0,0
UG9wUHZVMQ==,87772,2011,1.4,1,0,poppvu1,PopPvU1,PopPvU1,income_in_past_12_months_is_below_the_poverty_level,economic,True,82790,2278,1.7,1,0,True,8304816,2781,0,1,0,True,4982,3038.651839220808,False,0.060176349800700565,0.03796023954098709,False,0,0,-8217044,3431.921036387638,True,0,0
UG9wUHZVMg==,87772,2011,1.4,1,0,poppvu2,PopPvU2,PopPvU2,ratio_of_income_to_poverty_level,economic,True,82790,2278,1.7,1,0,True,8304816,2781,0,1,0,True,4982,3038.651839220808,False,0.060176349800700565,0.03796023954098709,False,0,0,-8217044,3431.921036387638,True,0,0
UHJkVHJuc01N,4618,395,5.2,0.108,0.009,prdtrnsmm,PrdTrnsMM,CvEm16pl2,occupation,economic,True,4007,468,7.1,0.1,0.011,True,373428,4652,0.8,0.092,0.001,True,611,612.4124427214065,False,0.1524831544796606,0.16684130023783497,False,0.007999999999999993,0.014212670403551895,False,-368810,4668.739551527799,True,1.6000000000000014,0.9055385138137416,False
UHJmU01nQVdN,3175,339,6.5,0.074,0.008,prfsmgawm,PrfSMgAWM,CvEm16pl3,industry,economic,True,,0,,0,0,False,555773,6009,0.7,0.137,0.001,True,,,,,0.074,0.008,True,-552598,6018.554809919072,True,-6.300000000000002,0.806225774829855,True
UHJ2V1NXcmty,30568,1029,2,0.716,0.015,prvwswrkr,PrvWSWrkr,CvEm16pl4,class_of_worker,economic,True,28367,1143,2.4,0.711,0.018,True,3254637,8485,0.2,0.803,0.001,True,2201,1537.9499341656087,False,0.07759015757746678,0.056578349316993994,False,0.0050000000000000044,0.023430749027719962,False,-3224069,8547.167133033026,True,-8.700000000000017,1.5033296378372907,True
UFUxOEJ3UHY=,4010,635,9.6,0.199,0.03,pu18bwpv,PU18BwPv,PU18PvU,income_in_past_12_months_is_below_the_poverty_level,economic,True,2806,386,8.4,0.136,0.017,True,465069,6961,0.9,0.268,0.004,True,1204,743.1157379574194,False,0.42908054169636495,0.2997645226697229,False,0.063,0.034481879299133336,False,-461059,6989.903146682363,True,-6.899999999999999,3.026549190084311,False
UFUxOFB2VQ==,20139,1111,3.4,1,0,pu18pvu,PU18PvU,PU18PvU,income_in_past_12_months_is_below_the_poverty_level,economic,True,20674,1039,3.1,1,0,True,1737110,1722,0.1,1,0,True,-535,1521.1318154584762,False,-0.02587791428847828,0.07269493138050248,False,0,0,-1716971,2049.293780793764,True,0,0
UHViQWRtaW4=,2551,303,7.2,0.06,0.007,pubadmin,PubAdmin,CvEm16pl3,industry,economic,True,,0,,0,0,False,152150,2799,1.1,0.038,0.001,True,,,,,0.06,0.007,True,-149599,2815.352553411384,True,2.2,0.7071067811865476,True
UHYxMDB0MTI0,3714,462,7.6,0.042,0.005,pv100t124,Pv100t124,PopPvU2,ratio_of_income_to_poverty_level,economic,True,2622,405,9.4,0.032,0.005,True,431223,5766,0.8,0.052,0.001,True,1092,614.3850584120678,False,0.41647597254004576,0.2809214966658903,False,0.010000000000000002,0.007071067811865475,False,-427509,5784.4792332586,True,-1,0.5099019513592785,False
UHYxMjV0MTQ5,2808,350,7.6,0.032,0.004,pv125t149,Pv125t149,PopPvU2,ratio_of_income_to_poverty_level,economic,True,3007,450,9.1,0.036,0.005,True,396682,5552,0.9,0.048,0.001,True,-199,570.087712549569,False,-0.06617891586298637,0.1818710045262819,False,-0.003999999999999997,0.006403124237432849,False,-393874,5563.021121656829,True,-1.5999999999999996,0.4123105625617661,True
UHYxNTB0MTc0,2975,354,7.2,0.034,0.004,pv150t174,Pv150t174,PopPvU2,ratio_of_income_to_poverty_level,economic,True,3223,471,8.9,0.039,0.006,True,373133,5481,0.9,0.045,0.001,True,-248,589.2003054989025,False,-0.0769469438411418,0.1739534164233592,False,-0.0049999999999999975,0.007211102550927979,False,-370158,5492.41995845183,True,-1.0999999999999996,0.4123105625617661,False
UHYxNzV0MTg0,1542,289,11.4,0.018,0.003,pv175t184,Pv175t184,PopPvU2,ratio_of_income_to_poverty_level,economic,True,1439,315,13.3,0.017,0.004,True,141732,3263,1.4,0.017,0,True,103,427.4880115278088,False,0.07157748436414177,0.3088002043189928,False,0.0009999999999999974,0.005,False,-140190,3275.773191171819,True,0.09999999999999964,0.3,False
UHYxODV0MTk5,2196,328,9.1,0.025,0.004,pv185t199,Pv185t199,PopPvU2,ratio_of_income_to_poverty_level,economic,True,1614,322,12.1,0.019,0.004,True,203211,4036,1.2,0.024,0,True,582,459.6389887727106,False,0.36059479553903345,0.33908885904746616,False,0.006000000000000002,0.00565685424949238,False,-201015,4049.3061133977017,True,0.10000000000000009,0.4,False
UHYyMDB0Mjk5,14103,830,3.6,0.161,0.009,pv200t299,Pv200t299,PopPvU2,ratio_of_income_to_poverty_level,economic,True,14694,974,4,0.177,0.011,True,1181403,9023,0.5,0.142,0.001,True,-591,1279.6780845196968,False,-0.040220498162515314,0.08507685328355535,False,-0.015999999999999986,0.014212670403551895,False,-1167300,9061.094249592596,True,1.9000000000000021,0.9055385138137416,False
UHYzMDB0Mzk5,13992,808,3.5,0.159,0.008,pv300t399,Pv300t399,PopPvU2,ratio_of_income_to_poverty_level,economic,True,13854,964,4.2,0.167,0.011,True,923748,7695,0.5,0.111,0.001,True,138,1257.8394174138446,False,0.00996102208748376,0.09132479359484943,False,-0.008000000000000007,0.013601470508735444,False,-909756,7737.305021775993,True,4.800000000000001,0.806225774829855,True
UHY0MDB0NDk5,9756,663,4.1,0.111,0.007,pv400t499,Pv400t499,PopPvU2,ratio_of_income_to_poverty_level,economic,True,12727,943,4.5,0.154,0.011,True,727075,6935,0.6,0.088,0.001,True,-2971,1152.7436835654316,False,-0.233440716586784,0.07706990593863272,False,-0.043,0.013038404810405297,True,-717319,6966.619983894629,True,2.3000000000000007,0.7071067811865476,True
UHY1MDBwbA==,25089,1005,2.4,0.286,0.009,pv500pl,Pv500pl,PopPvU2,ratio_of_income_to_poverty_level,economic,True,19374,1124,3.5,0.234,0.012,True,2355855,10909,0.3,0.284,0.001,True,5715,1507.780156388855,True,0.29498296686280584,0.09129803793004991,True,0.05199999999999996,0.015,True,-2330766,10955.19538849034,True,0.1999999999999993,0.9055385138137416,False
UHY1MHQ3NA==,2881,376,7.9,0.033,0.004,pv50t74,Pv50t74,PopPvU2,ratio_of_income_to_poverty_level,economic,True,1475,274,11.3,0.018,0.003,True,405929,5675,0.8,0.049,0.001,True,1406,465.2440219927603,False,0.9532203389830508,0.4434313836553907,False,0.015000000000000003,0.005,False,-403048,5687.442395312677,True,-1.6,0.4123105625617661,True
UHY3NXQ5OQ==,3323,391,7.2,0.038,0.004,pv75t99,Pv75t99,PopPvU2,ratio_of_income_to_poverty_level,economic,True,3271,446,8.3,0.04,0.005,True,481190,5800,0.7,0.058,0.001,True,52,593.124776080042,False,0.01589727911953531,0.18296376997738134,False,-0.0020000000000000018,0.006403124237432849,False,-477867,5813.164456644935,True,-2.000000000000001,0.4123105625617661,True
UHZISW5z,56149,1723,1.9,0.639,0.013,pvhins,PvHIns,CvNIPop2,health_insurance_coverage,economic,True,,0,,0,0,False,4818542,18699,0.2,0.575,0.002,True,,,,,0.639,0.013,True,-4762393,18778.214238846034,True,6.400000000000006,1.3152946437965907,True
UHZVNTA=,5393,555,6.3,0.061,0.006,pvu50,PvU50,PopPvU2,ratio_of_income_to_poverty_level,economic,True,5490,576,6.4,0.066,0.007,True,683635,7209,0.6,0.082,0.001,True,-97,799.8756153302837,False,-0.01766848816029144,0.14436766079061603,False,-0.0050000000000000044,0.009219544457292887,False,-678242,7230.3323575061195,True,-2.1000000000000014,0.6082762530298219,True
UmV0YWls,3685,366,6,0.086,0.008,retail,Retail,CvEm16pl3,industry,economic,True,,0,,0,0,False,378143,4826,0.8,0.093,0.001,True,,,,,0.086,0.008,True,-374458,4839.858675622668,True,-0.7000000000000011,0.806225774829855,False
U2FsZXNPZmY=,8819,555,3.8,0.207,0.012,salesoff,SalesOff,CvEm16pl2,occupation,economic,True,9266,706,4.6,0.232,0.016,True,842017,7138,0.5,0.208,0.002,True,-447,898.0317366329544,False,-0.04824088063889488,0.0940546880122811,False,-0.025000000000000022,0.02,False,-833198,7159.543910054606,True,-0.10000000000000142,1.2165525060596438,False
U2xmRW1OSW5j,1651,245,9,0.039,0.006,slfemninc,SlfEmNInc,CvEm16pl4,class_of_worker,economic,True,1535,307,12.2,0.038,0.008,True,261635,4106,1,0.065,0.001,True,116,392.7772905858993,False,0.0755700325732899,0.2678602380950382,False,0.0010000000000000009,0.01,False,-259984,4113.302930735834,True,-2.6,0.6082762530298219,True
U3J2Yw==,11789,647,3.3,0.276,0.013,srvc,Srvc,CvEm16pl2,occupation,economic,True,10466,727,4.2,0.262,0.016,True,918538,8512,0.6,0.227,0.002,True,1323,973.210152022676,False,0.12640932543474107,0.0997181440203162,False,0.014000000000000012,0.0206155281280883,False,-906749,8536.553930011805,True,4.900000000000002,1.3152946437965907,True
VHJXSFV0,4670,411,5.4,0.109,0.009,trwhut,TrWHUt,CvEm16pl3,industry,economic,True,,0,,0,0,False,259590,3894,0.9,0.064,0.001,True,,,,,0.109,0.009,True,-254920,3915.629834394462,True,4.5,0.9055385138137416,True
VTE4TkhJbnM=,839,239,17.3,0.039,0.011,u18nhins,U18NHIns,CvNIU18_2,health_insurance_coverage,economic,True,,0,,0,0,False,49352,2474,3,0.027,0.001,True,,,,,0.039,0.011,True,-48513,2485.5174511557952,True,1.1999999999999997,1.104536101718726,False
VUVt,2573,330,7.8,1,0,uem,UEm,UEm,health_insurance_coverage,economic,True,,0,,0,0,False,276948,4496,1,1,0,True,,,,,1,0,True,-274375,4508.094497678592,True,0,0
VUVtSElucw==,2047,297,8.8,0.796,0.053,uemhins,UEmHIns,UEm,health_insurance_coverage,economic,True,,0,,0,0,False,224574,4158,1.1,0.811,0.006,True,,,,,0.796,0.053,True,-222527,4168.593647742605,True,-1.5,5.333854141237834,False
VUVtTkhJbnM=,526,128,14.8,0.204,0.042,uemnhins,UEmNHIns,UEm,health_insurance_coverage,economic,True,,0,,0,0,False,52374,1870,2.2,0.189,0.006,True,,,,,0.204,0.042,True,-51848,1874.3756293763531,True,1.5,4.242640687119285,False
VUVtUGJISW5z,1163,227,11.8,0.452,0.066,uempbhins,UEmPbHIns,UEm,health_insurance_coverage,economic,True,,0,,0,0,False,139298,3383,1.5,0.503,0.008,True,,,,,0.452,0.066,True,-138135,3390.6073202304037,True,-5.099999999999994,6.648308055437865,False
VUVtUHZISW5z,945,184,11.8,0.367,0.054,uempvhins,UEmPvHIns,UEm,health_insurance_coverage,economic,True,,0,,0,0,False,96183,2458,1.6,0.347,0.007,True,,,,,0.367,0.054,True,-95238,2464.8772788923993,True,2.000000000000007,5.445181356024793,False
VXBkRm1Xcmty,59,57,59,0.001,0.001,updfmwrkr,UpdFmWrkr,CvEm16pl4,class_of_worker,economic,False,0,0,,0,0,False,5061,634,7.6,0.001,0.001,True,59,57,False,0,,0.001,0.001,False,-5002,636.5571459028639,True,0,0.14142135623730953
V2hsc2FsZQ==,554,153,16.8,0.013,0.004,whlsale,Whlsale,CvEm16pl3,industry,economic,True,,0,,0,0,False,85255,2520,1.8,0.021,0.001,True,,,,,0.013,0.004,True,-84701,2524.640370429024,True,-0.8,0.4123105625617661,False
V3JrRTE2cGw=,45544,1149,1.5,0,0,wrke16pl,WrkE16pl,MdEWrk,economic__special_variable,economic,True,43081,0,,0,0,False,4379105,12835,0.2,0,0,True,2463,1149,False,0.057171374852022935,0.026670690095401683,False,0,0,-4333561,12886.327095025952,True,0,0
V3JrcjE2cGw=,42042,1123,1.6,1,0,wrkr16pl,Wrkr16pl,Wrkr16pl,commute_to_work,economic,True,39339,1270,2,1,0,True,3953532,9967,0.2,1,0,True,2703,1695.296139321977,False,0.06871044002135286,0.0447803881642894,False,0,0,-3911490,10030.06570267613,True,0,0
V3Jrck5vdEht,41313,1135,1.7,0,0,wrkrnothm,WrkrNotHm,MnTrvTm,economic__special_variable,economic,True,38753,1281,,0,0,False,3788938,10642,0.2,0,0,True,2560,1711.4864884070805,False,0.06605940185275978,0.045821246353829205,False,0,0,-3747625,10702.354367147445,True,0,0
