id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_significant,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.94,0.2,3.1,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.81,0.23,3.7,,,True,2.85,0.01,0.2,,,True,0.1299999999999999,0.3047950130825634,False,,,,,1.0899999999999999,0.2002498439450079,True,,
QXZnSEhTUk9j,3.51,0.31,5.4,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,3.21,0.34,6.4,,,True,2.51,0.01,0.2,,,True,0.2999999999999998,0.46010868281309364,False,,,,,1,0.3101612483854165,True,,
R1IxNWt0MTlr,2593,296,6.9,0.369,0.036,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.369,0.036,True,-439946,4881.981667315026,True,15.5,3.6055512754639887,True
R1Ixa3QxNGs=,2704,298,6.7,0.385,0.035,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.385,0.035,True,-617294,5141.643025337329,True,8.5,3.5057096285916214,False
R1IyMGt0MjRr,835,187,13.6,0.119,0.026,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.119,0.026,True,-205834,2805.23974020047,True,1.8999999999999986,2.6019223662515376,False
R1IyNWt0Mjlr,136,72,32.3,0.019,0.01,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.019,0.01,False,-102266,2683.965908874403,True,-3.1,1.004987562112089,True
R1Iza3Bs,76,68,54.2,0.011,0.01,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.011,0.01,False,-147148,2968.778873543801,True,-6,1.004987562112089,True
R1I1MDB0OTk5,566,156,16.7,0.081,0.022,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.081,0.022,True,-320899,3263.730381021079,True,-7.5,2.209072203437452,True
R1Jub1JudFBk,432,125,17.6,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,True,220,98,27.1,,,False,59425,1926,2,,,True,212,158.83639381451596,False,0.9636363636363636,1.0430481598825807,False,,,-58993,1930.052071836405,True,,
R1JQSTE1dDE5,605,145,14.5,0.087,0.02,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,653,193,18,0.088,0.025,True,222841,3644,1,0.111,0.002,True,-48,241.40008285002722,False,-0.07350689127105667,0.3525504472491302,False,-0.0010000000000000009,0.032015621187164243,False,-222236,3646.8837382071833,True,-2.4000000000000004,2.009975124224178,False
R1JQSTIwdDI0,744,159,13,0.107,0.022,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,789,214,16.5,0.107,0.028,True,228606,3500,0.9,0.113,0.002,True,-45,266.6027006614899,False,-0.057034220532319393,0.32561308274684225,False,0,0.035608987629529715,-227862,3503.6097099991034,True,-0.6000000000000014,2.209072203437452,False
R1JQSTI1dDI5,619,173,17,0.089,0.024,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,831,211,15.4,0.112,0.027,True,211796,3409,1,0.105,0.002,True,-212,272.8552729928451,False,-0.25511432009626955,0.2812686146752983,False,-0.023000000000000007,0.036124783736376884,False,-211177,3413.3868810903928,True,-1.5999999999999996,2.4083189157584592,False
R1JQSTMwdDM0,599,147,14.9,0.086,0.021,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,576,175,18.5,0.078,0.023,True,188082,3046,1,0.093,0.001,True,23,228.5475880424031,False,0.03993055555555555,0.40614825610641286,False,0.007999999999999993,0.03114482300479487,False,-187483,3049.545048035854,True,-0.7000000000000011,2.1023796041628637,False
R1JQSTM1cGw=,3679,353,5.8,0.529,0.039,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,3885,415,6.5,0.525,0.042,True,889842,5729,0.4,0.442,0.003,True,-206,544.8247424631154,False,-0.05302445302445302,0.13597312126460212,False,0.0040000000000000036,0.0573149195236284,False,-886163,5739.864980990406,True,8.700000000000003,3.9115214431215892,False
R1JQSTUwcGw=,2497,302,7.4,0.359,0.037,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,2645,350,8,0.357,0.04,True,584722,5029,0.5,0.29,0.002,True,-148,462.28129964340974,False,-0.05595463137996219,0.16923884399071246,False,0.0020000000000000018,0.05448853090330111,False,-582225,5038.059646332107,True,6.900000000000002,3.7054014627297804,False
R1JQSU50Qw==,503,132,16,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,333,134,24.5,,,False,109433,2779,1.5,,,True,170,188.09572031282372,False,0.5105105105105106,0.7256659905344417,False,,,-108930,2782.1331743825635,True,,
R1JQSVUxNQ==,709,171,14.7,0.102,0.024,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,666,192,17.5,0.09,0.025,True,273663,4314,1,0.136,0.002,True,43,257.1089263327899,False,0.06456456456456457,0.40014067581657986,False,0.011999999999999997,0.034655446902326914,False,-272954,4317.387751870337,True,-3.400000000000002,2.4083189157584592,False
R1JVNTAw,116,80,41.7,0.017,0.011,gru500,GRU500,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0.017,0.011,False,-224425,3382.946053368277,True,-9.2,1.1180339887498947,True
SE9WYWNSdA==,1.6,0.6,23.7,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,2.3,0.9,25.3,,,False,1.8,0.1,3.4,,,True,-0.6999999999999997,1.0816653826391966,False,,,,,-0.19999999999999996,0.6082762530298219,False,,
SE9WYWNV,14614,467,1.9,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,14257,547,,0,0,False,1065868,7322,0.4,0,0,True,357,719.2343150879274,False,0.025040331065441537,0.05118226507426584,False,0,0,-1051254,7336.87760563034,True,0,0
SFUx,23434,266,0.7,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,23266,376,1,1,0,True,3472354,1104,0,1,0,True,168,460.5778978631085,False,0.007220837273274306,0.0198915591653988,False,0,0,-3448920,1135.5932370351632,True,0,0
SFUxMHQxOXU=,172,79,27.8,0.007,0.003,hu10t19u,HU10t19u,HU2,units_in_structure,housing,False,99,56,34.5,0.004,0.002,False,219295,3425,0.9,0.063,0.001,True,73,96.83491106000976,False,0.7373737373737373,1.265931596452647,False,0.003,0.0036055512754639895,False,-219123,3425.910973741145,True,-5.6,0.31622776601683794,True
SFUxdUE=,2312,252,6.6,0.099,0.011,hu1ua,HU1uA,HU2,units_in_structure,housing,True,2108,277,8,0.091,0.012,True,238949,3015,0.8,0.069,0.001,True,204,374.4769685841841,False,0.0967741935483871,0.18724766444938706,False,0.008000000000000007,0.016278820596099707,False,-236637,3025.5130143497977,True,3,1.104536101718726,False
SFUxdUQ=,10478,417,2.4,0.447,0.017,hu1ud,HU1uD,HU2,units_in_structure,housing,True,10591,506,2.9,0.455,0.02,True,319905,2742,0.5,0.092,0.001,True,-113,655.6866629724902,False,-0.010669436313851383,0.06151727428381324,False,-0.008000000000000007,0.026248809496813377,False,-309427,2773.5271767192044,True,35.5,1.7029386365926402,True
SFUy,23434,266,0.7,1,0,hu2,HU2,HU2,units_in_structure,housing,True,23266,376,1,1,0,True,3472354,1104,0,1,0,True,168,460.5778978631085,False,0.007220837273274306,0.0198915591653988,False,0,0,-3448920,1135.5932370351632,True,0,0
SFUyMHBsdQ==,421,133,19.1,0.018,0.006,hu20plu,HU20plu,HU2,units_in_structure,housing,True,600,164,16.6,0.026,0.007,True,1667213,4900,0.2,0.48,0.001,True,-179,211.15160430363773,False,-0.29833333333333334,0.2931195814208694,False,-0.008,0.009219544457292887,False,-1666792,4901.804667670877,True,-46.2,0.6082762530298219,True
SFUydQ==,8878,441,3,0.379,0.018,hu2u,HU2u,HU2,units_in_structure,housing,True,8330,513,3.7,0.358,0.021,True,458656,4817,0.6,0.132,0.001,True,548,676.4983370267809,False,0.06578631452581032,0.084325918502851,False,0.02100000000000002,0.02765863337187866,False,-449778,4837.144819002218,True,24.699999999999996,1.8027756377319943,True
SFUz,23434,266,0.7,1,0,hu3,HU3,HU3,year_structure_built,housing,True,,0,,0,0,False,3472354,1104,0,1,0,True,,,,,1,0,True,-3448920,1135.5932370351632,True,0,0
SFUzdDR1,923,176,11.6,0.039,0.007,hu3t4u,HU3t4u,HU2,units_in_structure,housing,True,1272,265,12.7,0.055,0.011,True,333505,3795,0.7,0.096,0.001,True,-349,318.12104614438823,False,-0.27437106918238996,0.20493412526168273,False,-0.016,0.013038404810405297,False,-332582,3799.078967328792,True,-5.699999999999999,0.7071067811865476,True
SFU0,23434,266,0.7,1,0,hu4,HU4,HU4,rooms,housing,True,23266,376,1,1,0,True,3472354,1104,0,1,0,True,168,460.5778978631085,False,0.007220837273274306,0.0198915591653988,False,0,0,-3448920,1135.5932370351632,True,0,0
SFU1dDl1,188,79,25.5,0.008,0.003,hu5t9u,HU5t9u,HU2,units_in_structure,housing,False,245,113,27.9,0.011,0.005,False,228415,3185,0.8,0.066,0.001,True,-57,137.87675656179326,False,-0.23265306122448978,0.47878193867804214,False,-0.002999999999999999,0.0058309518948453,False,-228227,3185.9795981769876,True,-5.800000000000001,0.31622776601683794,True
SFVub01ydGcx,4533,334,4.5,0.317,0.021,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,3109,315,6.2,0.224,0.021,True,422629,4549,0.7,0.41,0.003,True,1424,459.10891953870816,True,0.45802508845287876,0.1826580765611891,False,0.093,0.029698484809835,True,-418096,4561.245115097412,True,-9.3,2.1213203435596424,True
SFVub01ydGcy,4507,334,4.5,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,3081,314,6.2,1,0,True,416370,4562,0.7,1,0,True,1426,458.42338509286367,True,0.462836741317754,0.1843319345885422,False,0,0,-411863,4574.2103143602835,True,0,0
SFV3TXJ0Zw==,9774,449,2.8,0.683,0.023,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,10747,523,3,0.776,0.024,True,607211,5367,0.5,0.59,0.003,True,-973,689.2967430649879,False,-0.09053689401693496,0.060863237576823846,False,-0.09299999999999997,0.03324154027718933,False,-597437,5385.748787308966,True,9.300000000000011,2.3194827009486403,True
SFV3TXJ0Z0V4,9701,447,2.8,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,10716,523,3,1,0,True,603062,5350,0.5,1,0,True,-1015,687.9956395210655,False,-0.09471817842478537,0.060762795465180604,False,0,0,-593361,5368.641261995441,True,0,0
TWRHUg==,1524,74,3,,,mdgr,MdGR,median,gross_rent,housing,True,1402,54,2.3,,,True,1396,4,0.2,,,True,122,91.60785992479029,False,0.08701854493580599,0.06737095403996582,False,,,128,74.10802925459562,False,,
TWRSbXM=,5.5,0.1,1.2,,,mdrms,MdRms,median,rooms,housing,True,5.3,0.1,1.3,,,True,4,0.1,1.5,,,True,0.20000000000000018,0.14142135623730953,False,,,,,1.5,0.14142135623730953,True,,
TWRWbA==,475652,11292,1.4,,,mdvl,MdVl,median,value,housing,True,537550,13392,1.5,,,True,570500,2845,0.3,,,True,-61898,17517.27513056754,True,-0.11514835829225188,0.030450326393202155,True,,,-94848,11644.882524096154,True,,
TW9iSG0=,62,47,46,0.003,0.002,mobhm,MobHm,HU2,units_in_structure,housing,False,21,26,75.5,0.001,0.001,False,4514,450,6.1,0.001,0.001,True,41,53.71219600798314,False,1.9523809523809523,4.286082000805871,False,0.002,0.0022360679774997894,False,-4452,452.4477870428808,True,0.19999999999999998,0.223606797749979,False
TXYwMHQwOQ==,7219,443,3.7,0.332,0.02,mv00t09,Mv00t09,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,830839,6308,0.5,0.263,0.002,True,,,,,0.332,0.02,True,-823620,6323.536431459852,True,6.900000000000002,2.009975124224178,True
TXYxMEx0cg==,6178,456,4.5,0.284,0.02,mv10ltr,Mv10Ltr,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,1341699,7655,0.3,0.425,0.002,True,,,,,0.284,0.02,True,-1335521,7668.569684106678,True,-14.100000000000001,2.009975124224178,True
TXY4MHQ4OQ==,,0,,0,0,mv80t89,Mv80t89,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXY5MHQ5OQ==,4650,366,4.8,0.214,0.016,mv90t99,Mv90t99,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,460385,4845,0.6,0.146,0.001,True,,,,,0.214,0.016,True,-455735,4858.804482586225,True,6.799999999999999,1.6031219541881399,True
TXZCZjc5,,0,,0,0,mvbf79,MvBf79,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXZCZjg5,3718,310,5.1,0.171,0.014,mvbf89,MvBf89,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,521180,4786,0.6,0.165,0.001,True,,,,,0.171,0.014,True,-517462,4796.029190903659,True,0.6000000000000014,1.4035668847618201,False
Tk1TTVAxMDE0,721,138,11.6,0.16,0.028,nmsmp1014,NMSMP1014,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,570,141,15.1,0.185,0.042,True,61830,1682,1.7,0.148,0.004,True,151,197.29419656948858,False,0.2649122807017544,0.3956273043681851,False,-0.024999999999999994,0.05047771785649585,False,-61109,1687.651622817932,True,1.200000000000001,2.8284271247461903,False
Tk1TTVAxNTE5,513,125,14.8,0.114,0.026,nmsmp1519,NMSMP1519,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,373,115,18.7,0.121,0.035,True,40494,1193,1.8,0.097,0.003,True,140,169.85287751463028,False,0.3753351206434316,0.5404702394781387,False,-0.006999999999999992,0.043600458713183285,False,-39981,1199.5307415818904,True,1.6999999999999993,2.6172504656604803,False
Tk1TTVAyMDI0,465,126,16.5,0.103,0.027,nmsmp2024,NMSMP2024,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,210,83,24.1,0.068,0.026,False,28114,1114,2.4,0.068,0.002,True,255,150.88074761214565,False,1.2142857142857142,1.0610950230637937,False,0.03499999999999999,0.03748332962798263,False,-27649,1121.1030282717106,True,3.4999999999999982,2.7073972741361767,False
Tk1TTVAyNTI5,366,126,20.9,0.081,0.027,nmsmp2529,NMSMP2529,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,178,89,30.5,0.058,0.028,False,20385,1033,3.1,0.049,0.002,True,188,154.26276284314372,False,1.0561797752808988,1.2482154917720578,False,0.023,0.03889730067755345,False,-20019,1040.6560430805175,True,3.1999999999999993,2.7073972741361767,False
Tk1TTVAzMDM0,161,73,27.5,0.036,0.016,nmsmp3034,NMSMP3034,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,144,67,28.4,0.047,0.021,False,16215,837,3.1,0.039,0.002,True,17,99.08582138732059,False,0.11805555555555555,0.7263658670736514,False,-0.011000000000000003,0.02640075756488817,False,-16054,840.177362227762,True,-0.30000000000000027,1.61245154965971,False
Tk1TTVAzNXBs,729,141,11.7,0.162,0.029,nmsmp35pl,NMSMP35pl,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,597,134,13.6,0.194,0.039,True,78141,1841,1.4,0.188,0.004,True,132,194.51735141112732,False,0.22110552763819097,0.36180582087282387,False,-0.032,0.048600411520891465,False,-77412,1846.3916160988167,True,-2.6000000000000014,2.9274562336608896,False
Tk1TTVBOdEM=,26,25,58.6,,,nmsmpntc,NMSMPNtC,NA,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,28,28,61.3,,,False,6259,564,5.5,,,True,-2,37.53664875824692,False,-0.07142857142857142,1.288192056919388,False,,,-6233,564.553806115945,True,,
Tk1TTVBVMTA=,1552,215,8.4,0.344,0.04,nmsmpu10,NMSMPU10,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,1009,206,12.4,0.327,0.058,True,171191,2946,1,0.411,0.005,True,543,297.7599704459953,False,0.5381565906838454,0.3795014788668174,False,0.01699999999999996,0.07045565981523415,False,-169639,2953.834964922719,True,-6.699999999999996,4.031128874149275,False
Tm9WaGNsQXY=,5046,383,4.6,0.232,0.017,novhclav,NoVhclAv,OcHU4,vehicles_available,housing,True,5834,467,4.9,0.27,0.021,True,1721745,6312,0.2,0.546,0.002,True,-788,603.9685422271593,False,-0.13507027768255056,0.09541217771139067,False,-0.038000000000000006,0.027018512172212593,False,-1716699,6323.6091751467375,True,-31.4,1.711724276862369,True
T2NIVTE=,21765,348,1,0.929,0.01,ochu1,OcHU1,HU1,housing_occupancy,housing,True,21589,451,1.3,0.928,0.012,True,3154103,5930,0.1,0.908,0.002,True,176,569.6534033954331,False,0.00815229978229654,0.026521315345910918,False,0.0010000000000000009,0.015620499351813309,False,-3132338,5940.2023534556465,True,2.1000000000000085,1.019803902718557,False
T2NIVTI=,21765,348,1,1,0,ochu2,OcHU2,OcHU2,housing_tenure,housing,True,21589,451,1.3,1,0,True,3154103,5930,0.1,1,0,True,176,569.6534033954331,False,0.00815229978229654,0.026521315345910918,False,0,0,-3132338,5940.2023534556465,True,0,0
T2NIVTM=,21765,348,1,1,0,ochu3,OcHU3,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-3132338,5940.2023534556465,True,0,0
T2NIVTQ=,21765,348,1,1,0,ochu4,OcHU4,OcHU4,vehicles_available,housing,True,21589,451,1.3,1,0,True,3154103,5930,0.1,1,0,True,176,569.6534033954331,False,0.00815229978229654,0.026521315345910918,False,0,0,-3132338,5940.2023534556465,True,0,0
T2NIVTU=,21765,348,1,1,0,ochu5,OcHU5,OcHU5,occupants_per_room,housing,True,21589,451,1.3,1,0,True,3154103,5930,0.1,1,0,True,176,569.6534033954331,False,0.00815229978229654,0.026521315345910918,False,0,0,-3132338,5940.2023534556465,True,0,0
T2NIVVBSbnQx,7026,424,3.7,1,0,ochuprnt1,OcHUPRnt1,OcHUPRnt1,gross_rent,housing,True,7513,514,4.2,1,0,True,2064838,5484,0.2,1,0,True,-487,666.3122391191686,False,-0.06482097697324637,0.0853136104139947,False,0,0,-2057812,5500.3665332412165,True,0,0
T2NIVVBSbnQy,6955,425,3.7,1,0,ochuprnt2,OcHUPRnt2,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,7400,521,4.3,1,0,True,2014830,5642,0.2,1,0,True,-445,672.3585353068703,False,-0.06013513513513514,0.08761940739803986,False,0,0,-2007875,5657.984535150304,True,0,0
T2NQUjB0MQ==,19730,403,1.2,0.907,0.012,ocpr0t1,OcPR0t1,OcHU5,occupants_per_room,housing,True,19632,505,1.6,0.909,0.014,True,2869497,6842,0.1,0.91,0.001,True,98,646.0913248140699,False,0.004991850040749796,0.03301057529232442,False,-0.0020000000000000018,0.018439088914585774,False,-2849767,6853.858256485904,True,-0.29999999999999716,1.2041594578792296,False
T2NQUjFwNXBs,498,132,16.1,0.023,0.006,ocpr1p5pl,OcPR1p5pl,OcHU5,occupants_per_room,housing,True,320,108,20.5,0.015,0.005,False,111644,2464,1.3,0.035,0.001,True,178,170.55204484262273,False,0.55625,0.667852827112112,False,0.008,0.0078102496759066544,False,-111146,2467.533181134552,True,-1.2000000000000006,0.6082762530298219,False
T2NQUjFwbA==,2035,263,7.9,0.093,0.012,ocpr1pl,OcPR1pl,OcHU5,occupants_per_room,housing,True,1957,306,9.5,0.091,0.014,True,284606,3868,0.8,0.09,0.001,True,78,403.4910160090309,False,0.0398569238630557,0.2109437655901755,False,0.0020000000000000018,0.018439088914585774,False,-282571,3876.9308737711585,True,0.3000000000000007,1.2041594578792296,False
T09jSFUx,14307,455,1.9,0.657,0.018,oochu1,OOcHU1,OcHU2,housing_tenure,housing,True,13856,526,2.3,0.642,0.02,True,1029840,7102,0.4,0.327,0.002,True,451,695.4861608975408,False,0.032549076212471134,0.05113476228087125,False,0.015000000000000013,0.02690724809414742,False,-1015533,7116.560194363567,True,33,1.8110770276274832,True
T09jSFUy,14307,455,1.9,1,0,oochu2,OOcHU2,OOcHU2,value,housing,True,13856,526,2.3,1,0,True,1029840,7102,0.4,1,0,True,451,695.4861608975408,False,0.032549076212471134,0.05113476228087125,False,0,0,-1015533,7116.560194363567,True,0,0
T09jSFUz,14307,455,1.9,1,0,oochu3,OOcHU3,OOcHU3,mortgage_status,housing,True,13856,526,2.3,1,0,True,1029840,7102,0.4,1,0,True,451,695.4861608975408,False,0.032549076212471134,0.05113476228087125,False,0,0,-1015533,7116.560194363567,True,0,0
T09jSFU0,14307,455,1.9,0,0,oochu4,OOcHU4,AvgHHSOOc,housing__special_variable,housing,True,13856,526,,0,0,False,1029840,7102,0.4,0,0,True,451,695.4861608975408,False,0.032549076212471134,0.05113476228087125,False,0,0,-1015533,7116.560194363567,True,0,0
T09jSFU1,14307,455,1.9,0.03,0.001,oochu5,OOcHU5,MdVl,housing__special_variable,housing,True,13856,0,,0,0,False,1029840,7102,0.4,0,0,True,451,455,False,0.032549076212471134,0.03283775981524249,False,0.03,0.001,True,-1015533,7116.560194363567,True,3,0.1,True
T1YxMDB0MTI0,49,46,56.5,0,0,ov100t124,OV100t124,MdVl,housing__special_variable,housing,False,49,0,,0,0,False,13231,0,,0,0,False,0,46,0,0.9387755102040816,0,0,-13182,46,True,0,0
T1YxMjV0MTQ5,65,39,36.1,0,0,ov125t149,OV125t149,MdVl,housing__special_variable,housing,False,42,0,,0,0,False,7768,0,,0,0,False,23,39,False,0.5476190476190477,0.9285714285714286,False,0,0,-7703,39,True,0,0
T1YxNTB0MTc0,36,28,46.5,0,0,ov150t174,OV150t174,MdVl,housing__special_variable,housing,False,110,0,,0,0,False,15896,0,,0,0,False,-74,28,False,-0.6727272727272727,0.2545454545454546,False,0,0,-15860,28,True,0,0
T1YxNTB0MTk5bQ==,62,37,36.6,0,0,ov150t199m,OV150t199m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,32941,0,,0,0,False,,,,,0,0,-32879,37,True,0,0
T1YxNzV0MTk5,15,14,56.4,0,0,ov175t199,OV175t199,MdVl,housing__special_variable,housing,False,96,0,,0,0,False,11331,0,,0,0,False,-81,14,True,-0.84375,0.14583333333333334,True,0,0,-11316,14,True,0,0
T1YxbWlscGw=,,0,,0,0,ov1milpl,OV1milpl,MdVl,housing__special_variable,housing,False,66,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
T1YxdDE0OW0=,167,85,30.8,0,0,ov1t149m,OV1t149m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,83619,0,,0,0,False,,,,,0,0,-83452,85,True,0,0
T1YyMDB0MjQ5,142,60,25.6,0,0,ov200t249,OV200t249,MdVl,housing__special_variable,housing,False,348,0,,0,0,False,35377,0,,0,0,False,-206,60,True,-0.5919540229885057,0.17241379310344832,True,0,0,-35235,60,True,0,0
