id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m
QXZnSEhTT09j,3.1,0.23,4.6,,,avghhsooc,AvgHHSOOc,mean,housing_tenure,housing,True,3.1,0.24,4.7,,,True,2.85,0.01,0.2,,,True,0,0.33241540277189324,,,,,0.25,0.23021728866442678,False,,
QXZnSEhTUk9j,2.11,0.59,16.9,,,avghhsroc,AvgHHSROc,mean,housing_tenure,housing,True,2.7,0.84,19,,,True,2.51,0.01,0.2,,,True,-0.5900000000000003,1.026498904042279,False,,,,,-0.3999999999999999,0.5900847396772771,False,,
R1IxNWt0MTlr,287,151,32.1,0.187,0.091,gr15kt19k,GR15kt19k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,442539,4873,0.7,0.214,0.002,True,,,,,0.187,0.091,False,-442252,4875.338962574808,True,-2.6999999999999993,9.102197536858887,False
R1Ixa3QxNGs=,834,267,19.5,0.544,0.135,gr1kt14k,GR1kt14k,OcHUPRnt1,gross_rent,housing,True,,0,,0,0,False,619998,5133,0.5,0.3,0.002,True,,,,,0.544,0.135,True,-619164,5139.939493807296,True,24.400000000000006,13.501481400201978,False
R1IyMGt0MjRr,98,62,38.3,0.064,0.038,gr20kt24k,GR20kt24k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,206669,2799,0.8,0.1,0.001,True,,,,,0.064,0.038,False,-206571,2799.686589602486,True,-3.5999999999999996,3.8013155617496426,False
R1IyNWt0Mjlr,54,50,55.8,0.035,0.031,gr25kt29k,GR25kt29k,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,102402,2683,1.6,0.05,0.001,True,,,,,0.035,0.031,False,-102348,2683.465855940783,True,-1.4999999999999996,3.1016124838541645,False
R1Iza3Bs,17,24,85.8,0.011,0.015,gr3kpl,GR3kpl,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,147224,2968,1.2,0.071,0.001,True,,,,,0.011,0.015,False,-147207,2968.0970334542635,True,-6,1.5033296378372907,True
R1I1MDB0OTk5,244,132,32.8,0.159,0.08,gr500t999,GR500t999,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,321465,3260,0.6,0.156,0.002,True,,,,,0.159,0.08,False,-321221,3262.6712981849705,True,0.3000000000000007,8.002499609497024,False
R1Jub1JudFBk,202,130,39.2,,,grnorntpd,GRnoRntPd,NA,gross_rent,housing,False,79,71,54.6,,,False,59425,1926,2,,,True,123,148.12494725737457,False,1.5569620253164558,2.8264531491732954,False,,,-59223,1930.38234554712,True,,
R1JQSTE1dDE5,195,151,47,0.128,0.096,grpi15t19,GRPI15t19,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,181,109,36.5,0.149,0.083,False,222841,3644,1,0.111,0.002,True,14,186.23103930333417,False,0.07734806629834254,1.0568387182057266,False,-0.02099999999999999,0.12690547663517127,False,-222646,3647.12722563938,True,1.700000000000001,9.602083107326242,False
R1JQSTIwdDI0,307,184,36.4,0.202,0.114,grpi20t24,GRPI20t24,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,144,102,42.9,0.118,0.079,False,228606,3500,0.9,0.113,0.002,True,163,210.38060747131613,False,1.1319444444444444,1.9781811232373339,False,0.08400000000000002,0.13869751259485513,False,-228299,3504.833234263793,True,8.900000000000002,11.40175425099138,False
R1JQSTI1dDI5,66,40,37,0.043,0.025,grpi25t29,GRPI25t29,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,34,32,58,0.028,0.026,False,211796,3409,1,0.105,0.002,True,32,51.22499389946279,False,0.9411764705882353,2.1730103806228374,False,0.014999999999999996,0.03606937759374287,False,-211730,3409.234664847816,True,-6.2,2.5079872407968904,False
R1JQSTMwdDM0,256,119,28.4,0.169,0.071,grpi30t34,GRPI30t34,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,144,111,46.8,0.118,0.087,False,188082,3046,1,0.093,0.001,True,112,162.73291000900832,False,0.7777777777777778,1.6002604624460477,False,0.05100000000000002,0.11229425630903835,False,-187826,3048.323637673664,True,7.600000000000001,7.100704190430692,False
R1JQSTM1cGw=,445,146,20,0.293,0.075,grpi35pl,GRPI35pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,608,194,19.4,0.5,0.117,True,889842,5729,0.4,0.442,0.003,True,-163,242.80032948906802,False,-0.2680921052631579,0.33496630520669995,False,-0.20700000000000002,0.13897481786280563,False,-889397,5730.860057617879,True,-14.900000000000006,7.505997601918082,False
R1JQSTUwcGw=,287,105,22.2,0.189,0.057,grpi50pl,GRPI50pl,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,380,152,24.2,0.312,0.104,False,584722,5029,0.5,0.29,0.002,True,-93,184.74035834110532,False,-0.24473684210526317,0.4094117799235462,False,-0.123,0.11859595271340417,False,-584435,5030.096022940317,True,-10.099999999999998,5.70350769263968,False
R1JQSU50Qw==,218,134,37.2,,,grpintc,GRPINtC,NA,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,143,90,38.5,,,False,109433,2779,1.5,,,True,75,161.4187101918486,False,0.5244755244755245,1.3411378267954897,False,,,-109215,2782.2287828286157,True,,
R1JQSVUxNQ==,249,152,37,0.164,0.094,grpiu15,GRPIU15,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,False,106,61,34.8,0.087,0.046,False,273663,4314,1,0.136,0.002,True,143,163.783393541592,False,1.349056603773585,1.9706986506763247,False,0.07700000000000001,0.10465180361560904,False,-273414,4316.676962664684,True,2.8000000000000007,9.402127418834528,False
R1JVNTAw,0,0,,0,0,gru500,GRU500,OcHUPRnt1,gross_rent,housing,False,,0,,0,0,False,224541,3382,0.9,0.109,0.002,True,,,,,0,0,-224541,3382,True,-10.9,0.2,True
SE9WYWNSdA==,0.5,0.7,87.6,,,hovacrt,HOVacRt,rate,housing_occupancy,housing,False,3.4,2.1,37.6,,,False,1.8,0.1,3.4,,,True,-2.9,2.2135943621178655,False,,,,,-1.3,0.7071067811865475,False,,
SE9WYWNV,6647,320,2.9,0,0,hovacu,HOVacU,HOVacRt,housing__special_variable,housing,True,6204,330,,0,0,False,1065868,7322,0.4,0,0,True,443,459.67379738244813,False,0.07140554480980013,0.07686532890082645,False,0,0,-1059221,7328.989289117566,True,0,0
SFUx,8697,165,1.2,1,0,hu1,HU1,HU1,housing_occupancy,housing,True,7884,162,1.2,1,0,True,3472354,1104,0,1,0,True,813,231.23364807051763,True,0.10312024353120243,0.030851042706832036,True,0,0,-3463657,1116.2620660042157,True,0,0
SFUxMHQxOXU=,22,25,70.4,0.003,0.003,hu10t19u,HU10t19u,HU2,units_in_structure,housing,False,38,50,80,0.005,0.006,False,219295,3425,0.9,0.063,0.001,True,-16,55.90169943749474,False,-0.42105263157894735,1.0065402945809303,False,-0.002,0.00670820393249937,False,-219273,3425.0912396606313,True,-6,0.31622776601683794,True
SFUxdUE=,2610,305,7.1,0.3,0.035,hu1ua,HU1uA,HU2,units_in_structure,housing,True,2016,250,7.5,0.256,0.031,True,238949,3015,0.8,0.069,0.001,True,594,394.3665807342199,False,0.29464285714285715,0.22059823820802404,False,0.043999999999999984,0.04675467891024384,False,-236339,3030.387763966849,True,23.1,3.5014282800023198,True
SFUxdUQ=,3650,316,5.3,0.42,0.035,hu1ud,HU1uD,HU2,units_in_structure,housing,True,3678,299,4.9,0.467,0.037,True,319905,2742,0.5,0.092,0.001,True,-28,435.03678005428463,False,-0.0076128330614464385,0.11785630224947037,False,-0.04700000000000004,0.05093132631298737,False,-316255,2760.1485467271505,True,32.8,3.5014282800023198,True
SFUy,8697,165,1.2,1,0,hu2,HU2,HU2,units_in_structure,housing,True,7884,162,1.2,1,0,True,3472354,1104,0,1,0,True,813,231.23364807051763,True,0.10312024353120243,0.030851042706832036,True,0,0,-3463657,1116.2620660042157,True,0,0
SFUyMHBsdQ==,62,69,67.7,0.007,0.008,hu20plu,HU20plu,HU2,units_in_structure,housing,False,0,0,,0,0,False,1667213,4900,0.2,0.48,0.001,True,62,69,False,0,,0.007,0.008,False,-1667151,4900.485792245499,True,-47.3,0.806225774829855,True
SFUydQ==,2266,373,10,0.261,0.043,hu2u,HU2u,HU2,units_in_structure,housing,True,2044,322,9.6,0.259,0.04,True,458656,4817,0.6,0.132,0.001,True,222,492.7605909567038,False,0.1086105675146771,0.25258951955746833,False,0.0020000000000000018,0.05872818744010409,False,-456390,4831.419874115682,True,12.9,4.301162633521313,False
SFUz,8697,165,1.2,1,0,hu3,HU3,HU3,year_structure_built,housing,True,,0,,0,0,False,3472354,1104,0,1,0,True,,,,,1,0,True,-3463657,1116.2620660042157,True,0,0
SFUzdDR1,60,46,46.9,0.007,0.005,hu3t4u,HU3t4u,HU2,units_in_structure,housing,False,63,41,39.6,0.008,0.005,False,333505,3795,0.7,0.096,0.001,True,-3,61.61980201201558,False,-0.047619047619047616,0.9577515968463713,False,-0.001,0.007071067811865475,False,-333445,3795.2787776393975,True,-8.9,0.5099019513592785,True
SFU0,8697,165,1.2,1,0,hu4,HU4,HU4,rooms,housing,True,7884,162,1.2,1,0,True,3472354,1104,0,1,0,True,813,231.23364807051763,True,0.10312024353120243,0.030851042706832036,True,0,0,-3463657,1116.2620660042157,True,0,0
SFU1dDl1,16,19,72.6,0.002,0.002,hu5t9u,HU5t9u,HU2,units_in_structure,housing,False,45,56,75.7,0.006,0.007,False,228415,3185,0.8,0.066,0.001,True,-29,59.135437767890075,False,-0.6444444444444445,0.6115967144091403,False,-0.004,0.007280109889280519,False,-228399,3185.056671395346,True,-6.4,0.223606797749979,True
SFVub01ydGcx,1590,230,8.8,0.24,0.033,hunomrtg1,HUnoMrtg1,OOcHU3,mortgage_status,housing,True,1073,186,10.5,0.18,0.03,True,422629,4549,0.7,0.41,0.003,True,517,295.79722784367,False,0.48182665424044735,0.33455681024279377,False,0.06,0.04459820624195552,False,-421039,4554.810753478129,True,-17,3.3136083051561784,True
SFVub01ydGcy,1555,231,9,1,0,hunomrtg2,HUnoMrtg2,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,1073,186,10.5,1,0,True,416370,4562,0.7,1,0,True,482,296.5754541427864,False,0.44920782851817337,0.3308410463696813,False,0,0,-414815,4567.844677744636,True,0,0
SFV3TXJ0Zw==,5023,361,4.4,0.76,0.041,huwmrtg,HUwMrtg,OOcHU3,mortgage_status,housing,True,4895,315,3.9,0.82,0.033,True,607211,5367,0.5,0.59,0.003,True,128,479.10959080360726,False,0.026149131767109295,0.09899180810836737,False,-0.05999999999999994,0.052630789467763076,False,-602188,5379.12725263123,True,17,4.110960958218894,True
SFV3TXJ0Z0V4,4987,364,4.4,1,0,huwmrtgex,HUwMrtgEx,HUwMrtgEx,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,4882,315,3.9,1,0,True,603062,5350,0.5,1,0,True,105,481.3740749147174,False,0.021507578861122492,0.09951544742019777,False,0,0,-598075,5362.368506546338,True,0,0
TWRHUg==,1231,112,5.5,,,mdgr,MdGR,median,gross_rent,housing,True,1342,173,7.8,,,True,1396,4,0.2,,,True,-111,206.08978625831995,False,-0.08271236959761549,0.14473455275243333,False,,,-165,112.0714058089752,False,,
TWRSbXM=,6.1,0.2,2,,,mdrms,MdRms,median,rooms,housing,True,6.4,0.2,1.9,,,True,4,0.1,1.5,,,True,-0.3000000000000007,0.28284271247461906,False,,,,,2.0999999999999996,0.223606797749979,True,,
TWRWbA==,607540,30173,3,,,mdvl,MdVl,median,value,housing,True,668930,47565,4.3,,,True,570500,2845,0.3,,,True,-61390,56327.96067673674,False,-0.09177342920783939,0.07877320543803386,False,,,37040,30306.830154273805,False,,
TW9iSG0=,11,19,105,0.001,0.002,mobhm,MobHm,HU2,units_in_structure,housing,False,0,0,,0,0,False,4514,450,6.1,0.001,0.001,True,11,19,False,0,,0.001,0.002,False,-4503,450.4009325034752,True,0,0.223606797749979
TXYwMHQwOQ==,3012,329,6.6,0.361,0.038,mv00t09,Mv00t09,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,830839,6308,0.5,0.263,0.002,True,,,,,0.361,0.038,True,-827827,6316.5738339704385,True,9.8,3.8052595180880893,False
TXYxMEx0cg==,2429,409,10.2,0.291,0.048,mv10ltr,Mv10Ltr,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,1341699,7655,0.3,0.425,0.002,True,,,,,0.291,0.048,True,-1339270,7665.918470737867,True,-13.400000000000002,4.804164859785725,False
TXY4MHQ4OQ==,,0,,0,0,mv80t89,Mv80t89,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXY5MHQ5OQ==,1900,265,8.5,0.228,0.031,mv90t99,Mv90t99,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,460385,4845,0.6,0.146,0.001,True,,,,,0.228,0.031,True,-458485,4852.241749954344,True,8.200000000000001,3.1016124838541645,False
TXZCZjc5,,0,,0,0,mvbf79,MvBf79,OcHU3,year_householder_moved_into_unit,housing,False,,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
TXZCZjg5,1008,212,12.8,0.121,0.025,mvbf89,MvBf89,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,521180,4786,0.6,0.165,0.001,True,,,,,0.121,0.025,True,-520172,4790.6930605080515,True,-4.4,2.5019992006393608,False
Tk1TTVAxMDE0,264,107,24.6,0.17,0.064,nmsmp1014,NMSMP1014,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,296,110,22.7,0.276,0.091,False,61830,1682,1.7,0.148,0.004,True,-32,153.45683432157722,False,-0.10810810810810811,0.4904376995139645,False,-0.10600000000000001,0.11125196627475849,False,-61566,1685.3999525335225,True,2.200000000000001,6.412487816752559,False
Tk1TTVAxNTE5,92,52,34.1,0.059,0.032,nmsmp1519,NMSMP1519,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,138,92,40.4,0.129,0.083,False,40494,1193,1.8,0.097,0.003,True,-46,105.67875850898325,False,-0.3333333333333333,0.5826815954904193,False,-0.07,0.08895504482602436,False,-40402,1194.1327396901904,True,-3.8000000000000016,3.2140317359976396,False
Tk1TTVAyMDI0,191,96,30.7,0.123,0.059,nmsmp2024,NMSMP2024,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,117,58,30.2,0.109,0.051,False,28114,1114,2.4,0.068,0.002,True,74,112.16059914247963,False,0.6324786324786325,1.1524529270580388,False,0.013999999999999999,0.07798717843338095,False,-27923,1118.128794012568,True,5.5,5.903388857258176,False
Tk1TTVAyNTI5,105,62,35.7,0.068,0.038,nmsmp2529,NMSMP2529,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,39,37,57.2,0.036,0.034,False,20385,1033,3.1,0.049,0.002,True,66,72.20110802473879,False,1.6923076923076923,3.0085594365108386,False,0.03200000000000001,0.05099019513592785,False,-20280,1034.858927583852,True,1.9000000000000004,3.8052595180880893,False
Tk1TTVAzMDM0,94,62,40.1,0.06,0.039,nmsmp3034,NMSMP3034,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,96,70,44.3,0.089,0.063,False,16215,837,3.1,0.039,0.002,True,-2,93.50935782048768,False,-0.020833333333333332,0.9627367172295191,False,-0.028999999999999998,0.07409453421137081,False,-16121,839.2931549822148,True,2.1,3.905124837953327,False
Tk1TTVAzNXBs,347,149,26.1,0.223,0.09,nmsmp35pl,NMSMP35pl,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,184,85,28.1,0.171,0.074,False,78141,1841,1.4,0.188,0.004,True,163,171.54008277950666,False,0.8858695652173914,1.1894197933418043,False,0.05199999999999999,0.11651609330903606,False,-77794,1847.0197616701344,True,3.5,9.008884503644166,False
Tk1TTVBOdEM=,35,36,62.6,,,nmsmpntc,NMSMPNtC,NA,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,False,0,0,,,,False,6259,564,5.5,,,True,35,36,False,0,,,,-6224,565.1477682871977,True,,
Tk1TTVBVMTA=,462,146,19.2,0.297,0.083,nmsmpu10,NMSMPU10,HUnoMrtg2,selected_monthly_owner_costs_as_a_percentage_of_household_income__smocapi_,housing,True,203,80,23.9,0.189,0.067,False,171191,2946,1,0.411,0.005,True,259,166.48123017325406,False,1.2758620689655173,1.1496433922096623,False,0.10799999999999998,0.10666770832824714,False,-170729,2949.615568171554,True,-11.399999999999995,8.315046602394963,False
Tm9WaGNsQXY=,583,182,19,0.07,0.022,novhclav,NoVhclAv,OcHU4,vehicles_available,housing,True,300,130,26.4,0.041,0.018,False,1721745,6312,0.2,0.546,0.002,True,283,223.6604569431083,False,0.9433333333333334,1.0378803244600192,False,0.029000000000000005,0.02842534080710379,False,-1721162,6314.623345853654,True,-47.6,2.209072203437452,True
T2NIVTE=,8349,214,1.6,0.96,0.017,ochu1,OcHU1,HU1,housing_occupancy,housing,True,7328,232,1.9,0.929,0.022,True,3154103,5930,0.1,0.908,0.002,True,1021,315.6263613832026,True,0.13932860262008734,0.046410081591139914,False,0.030999999999999917,0.027802877548915687,False,-3145754,5933.860126426979,True,5.200000000000003,1.711724276862369,False
T2NIVTI=,8349,214,1.6,1,0,ochu2,OcHU2,OcHU2,housing_tenure,housing,True,7328,232,1.9,1,0,True,3154103,5930,0.1,1,0,True,1021,315.6263613832026,True,0.13932860262008734,0.046410081591139914,False,0,0,-3145754,5933.860126426979,True,0,0
T2NIVTM=,8349,214,1.6,1,0,ochu3,OcHU3,OcHU3,year_householder_moved_into_unit,housing,True,,0,,0,0,False,3154103,5930,0.1,1,0,True,,,,,1,0,True,-3145754,5933.860126426979,True,0,0
T2NIVTQ=,8349,214,1.6,1,0,ochu4,OcHU4,OcHU4,vehicles_available,housing,True,7328,232,1.9,1,0,True,3154103,5930,0.1,1,0,True,1021,315.6263613832026,True,0.13932860262008734,0.046410081591139914,False,0,0,-3145754,5933.860126426979,True,0,0
T2NIVTU=,8349,214,1.6,1,0,ochu5,OcHU5,OcHU5,occupants_per_room,housing,True,7328,232,1.9,1,0,True,3154103,5930,0.1,1,0,True,1021,315.6263613832026,True,0.13932860262008734,0.046410081591139914,False,0,0,-3145754,5933.860126426979,True,0,0
T2NIVVBSbnQx,1534,310,12.3,1,0,ochuprnt1,OcHUPRnt1,OcHUPRnt1,gross_rent,housing,True,1281,269,12.8,1,0,True,2064838,5484,0.2,1,0,True,253,410.440007796511,False,0.19750195160031225,0.34899631016278865,False,0,0,-2063304,5492.754864364511,True,0,0
T2NIVVBSbnQy,1518,310,12.4,1,0,ochuprnt2,OcHUPRnt2,OcHUPRnt2,gross_rent_as_a_percentage_of_household_income__grapi_,housing,True,1217,265,13.3,1,0,True,2014830,5642,0.2,1,0,True,301,407.82962128810607,False,0.24732949876746096,0.37236210012698,False,0,0,-2013312,5650.510065471966,True,0,0
T2NQUjB0MQ==,8094,247,1.9,0.969,0.016,ocpr0t1,OcPR0t1,OcHU5,occupants_per_room,housing,True,7271,231,1.9,0.992,0.003,True,2869497,6842,0.1,0.91,0.001,True,823,338.18633916821653,False,0.11318938247833861,0.0490383412009033,False,-0.02300000000000002,0.016278820596099707,False,-2861403,6846.456966928223,True,5.8999999999999915,1.6031219541881399,True
T2NQUjFwNXBs,16,20,75.4,0.002,0.002,ocpr1p5pl,OcPR1p5pl,OcHU5,occupants_per_room,housing,False,18,27,91.2,0.002,0.004,False,111644,2464,1.3,0.035,0.001,True,-2,33.60059523282288,False,-0.1111111111111111,1.7356110390903674,False,0,0.004472135954999579,-111628,2464.081167494285,True,-3.3000000000000003,0.223606797749979,True
T2NQUjFwbA==,255,139,33.2,0.031,0.017,ocpr1pl,OcPR1pl,OcHU5,occupants_per_room,housing,False,57,45,48.3,0.008,0.006,False,284606,3868,0.8,0.09,0.001,True,198,146.102703602637,False,3.473684210526316,4.2919412086715205,False,0.023,0.01802775637731995,False,-284351,3870.4967381461515,True,-5.9,1.7029386365926402,True
T09jSFUx,6613,316,2.9,0.792,0.032,oochu1,OOcHU1,OcHU2,housing_tenure,housing,True,5968,300,3.1,0.814,0.032,True,1029840,7102,0.4,0.327,0.002,True,645,435.72468371667907,False,0.10807640750670242,0.0768517565058123,False,-0.02199999999999991,0.04525483399593904,False,-1023227,7109.026656301128,True,46.5,3.2062439083762797,True
T09jSFUy,6613,316,2.9,1,0,oochu2,OOcHU2,OOcHU2,value,housing,True,5968,300,3.1,1,0,True,1029840,7102,0.4,1,0,True,645,435.72468371667907,False,0.10807640750670242,0.0768517565058123,False,0,0,-1023227,7109.026656301128,True,0,0
T09jSFUz,6613,316,2.9,1,0,oochu3,OOcHU3,OOcHU3,mortgage_status,housing,True,5968,300,3.1,1,0,True,1029840,7102,0.4,1,0,True,645,435.72468371667907,False,0.10807640750670242,0.0768517565058123,False,0,0,-1023227,7109.026656301128,True,0,0
T09jSFU0,6613,316,2.9,0,0,oochu4,OOcHU4,AvgHHSOOc,housing__special_variable,housing,True,5968,300,,0,0,False,1029840,7102,0.4,0,0,True,645,435.72468371667907,False,0.10807640750670242,0.0768517565058123,False,0,0,-1023227,7109.026656301128,True,0,0
T09jSFU1,6613,316,2.9,0.011,0.001,oochu5,OOcHU5,MdVl,housing__special_variable,housing,True,5968,0,,0,0,False,1029840,7102,0.4,0,0,True,645,316,False,0.10807640750670242,0.052949061662198385,False,0.011,0.001,True,-1023227,7109.026656301128,True,1.0999999999999999,0.1,True
T1YxMDB0MTI0,91,103,68.8,0,0,ov100t124,OV100t124,MdVl,housing__special_variable,housing,False,20,0,,0,0,False,13231,0,,0,0,False,71,103,False,3.55,5.15,False,0,0,-13140,103,True,0,0
T1YxMjV0MTQ5,27,30,68.6,0,0,ov125t149,OV125t149,MdVl,housing__special_variable,housing,False,1,0,,0,0,False,7768,0,,0,0,False,26,30,False,26,30.000000000000004,False,0,0,-7741,30,True,0,0
T1YxNTB0MTc0,29,48,100.6,0,0,ov150t174,OV150t174,MdVl,housing__special_variable,housing,False,13,0,,0,0,False,15896,0,,0,0,False,16,48,False,1.2307692307692308,3.6923076923076925,False,0,0,-15867,48,True,0,0
T1YxNTB0MTk5bQ==,13,21,98.2,0,0,ov150t199m,OV150t199m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,32941,0,,0,0,False,,,,,0,0,-32928,21,True,0,0
T1YxNzV0MTk5,0,0,,0,0,ov175t199,OV175t199,MdVl,housing__special_variable,housing,False,13,0,,0,0,False,11331,0,,0,0,False,-13,0,True,-1,0,True,0,0,-11331,0,True,0,0
T1YxbWlscGw=,,0,,0,0,ov1milpl,OV1milpl,MdVl,housing__special_variable,housing,False,448,0,,0,0,False,,0,,0,0,False,,,,,0,0,,,0,0
T1YxdDE0OW0=,335,125,22.6,0.001,0,ov1t149m,OV1t149m,MdVl,housing__special_variable,housing,False,,0,,0,0,False,83619,0,,0,0,False,,,,,0.001,0,True,-83284,125,True,0.1,0,True
T1YyMDB0MjQ5,67,45,40.7,0,0,ov200t249,OV200t249,MdVl,housing__special_variable,housing,False,102,0,,0,0,False,35377,0,,0,0,False,-35,45,False,-0.3431372549019608,0.4411764705882353,False,0,0,-35310,45,True,0,0
T1YyNTB0Mjk5,93,55,36,0,0,ov250t299,OV250t299,MdVl,housing__special_variable,housing,False,197,0,,0,0,False,38906,0,,0,0,False,-104,55,False,-0.5279187817258884,0.27918781725888325,False,0,0,-38813,55,True,0,0
T1YybWlscGw=,0,0,,0,0,ov2milpl,OV2milpl,MdVl,housing__special_variable,housing,False,,0,,0,0,False,67179,0,,0,0,False,,,,,0,0,-67179,0,True,0,0
